circuit,term_side,termination_type,termination_id,port_speed,upstream_speed,description
SM-Agency1-BKP-001,A,dcim.site,129,500000,500000,Backup circuit termination at SM-Agency1
SM-Agency2-PRI-001,A,dcim.site,130,1000000,1000000,Primary circuit termination at SM-Agency2
SM-Agency2-BKP-001,A,dcim.site,130,500000,500000,Backup circuit termination at SM-Agency2
SE-Agency1-PRI-001,A,dcim.site,131,1000000,1000000,Primary circuit termination at SE-Agency1
SE-Agency1-BKP-001,A,dcim.site,131,500000,500000,Backup circuit termination at SE-Agency1
SE-Agency2-PRI-001,A,dcim.site,132,1000000,1000000,Primary circuit termination at SE-Agency2
SE-Agency2-BKP-001,A,dcim.site,132,500000,500000,Backup circuit termination at SE-Agency2
NO-Agency1-PRI-001,A,dcim.site,133,1000000,1000000,Primary circuit termination at NO-Agency1
NO-Agency1-BKP-001,A,dcim.site,133,500000,500000,Backup circuit termination at NO-Agency1
NO-Agency2-PRI-001,A,dcim.site,134,1000000,1000000,Primary circuit termination at NO-Agency2
NO-Agency2-BKP-001,A,dcim.site,134,500000,500000,Backup circuit termination at NO-Agency2
DK-Agency1-PRI-001,A,dcim.site,135,1000000,1000000,Primary circuit termination at DK-Agency1
DK-Agency1-BKP-001,A,dcim.site,135,500000,500000,Backup circuit termination at DK-Agency1
DK-Agency2-PRI-001,A,dcim.site,136,1000000,1000000,Primary circuit termination at DK-Agency2
DK-Agency2-BKP-001,A,dcim.site,136,500000,500000,Backup circuit termination at DK-Agency2
FI-Agency1-PRI-001,A,dcim.site,137,1000000,1000000,Primary circuit termination at FI-Agency1
FI-Agency1-BKP-001,A,dcim.site,137,500000,500000,Backup circuit termination at FI-Agency1
FI-Agency2-PRI-001,A,dcim.site,138,1000000,1000000,Primary circuit termination at FI-Agency2
FI-Agency2-BKP-001,A,dcim.site,138,500000,500000,Backup circuit termination at FI-Agency2
IS-Agency1-PRI-001,A,dcim.site,139,1000000,1000000,Primary circuit termination at IS-Agency1
IS-Agency1-BKP-001,A,dcim.site,139,500000,500000,Backup circuit termination at IS-Agency1
IS-Agency2-PRI-001,A,dcim.site,140,1000000,1000000,Primary circuit termination at IS-Agency2
IS-Agency2-BKP-001,A,dcim.site,140,500000,500000,Backup circuit termination at IS-Agency2
PL-Agency1-PRI-001,A,dcim.site,141,1000000,1000000,Primary circuit termination at PL-Agency1
PL-Agency1-BKP-001,A,dcim.site,141,500000,500000,Backup circuit termination at PL-Agency1
PL-Agency2-PRI-001,A,dcim.site,142,1000000,1000000,Primary circuit termination at PL-Agency2
PL-Agency2-BKP-001,A,dcim.site,142,500000,500000,Backup circuit termination at PL-Agency2
CZ-Agency1-PRI-001,A,dcim.site,143,1000000,1000000,Primary circuit termination at CZ-Agency1
CZ-Agency1-BKP-001,A,dcim.site,143,500000,500000,Backup circuit termination at CZ-Agency1
CZ-Agency2-PRI-001,A,dcim.site,144,1000000,1000000,Primary circuit termination at CZ-Agency2
CZ-Agency2-BKP-001,A,dcim.site,144,500000,500000,Backup circuit termination at CZ-Agency2
HU-Agency1-PRI-001,A,dcim.site,145,1000000,1000000,Primary circuit termination at HU-Agency1
HU-Agency1-BKP-001,A,dcim.site,145,500000,500000,Backup circuit termination at HU-Agency1
HU-Agency2-PRI-001,A,dcim.site,146,1000000,1000000,Primary circuit termination at HU-Agency2
HU-Agency2-BKP-001,A,dcim.site,146,500000,500000,Backup circuit termination at HU-Agency2
RO-Agency1-PRI-001,A,dcim.site,147,1000000,1000000,Primary circuit termination at RO-Agency1
RO-Agency1-BKP-001,A,dcim.site,147,500000,500000,Backup circuit termination at RO-Agency1
RO-Agency2-PRI-001,A,dcim.site,148,1000000,1000000,Primary circuit termination at RO-Agency2
RO-Agency2-BKP-001,A,dcim.site,148,500000,500000,Backup circuit termination at RO-Agency2
BG-Agency1-PRI-001,A,dcim.site,149,1000000,1000000,Primary circuit termination at BG-Agency1
BG-Agency1-BKP-001,A,dcim.site,149,500000,500000,Backup circuit termination at BG-Agency1
BG-Agency2-PRI-001,A,dcim.site,150,1000000,1000000,Primary circuit termination at BG-Agency2
BG-Agency2-BKP-001,A,dcim.site,150,500000,500000,Backup circuit termination at BG-Agency2
SK-Agency1-PRI-001,A,dcim.site,151,1000000,1000000,Primary circuit termination at SK-Agency1
SK-Agency1-BKP-001,A,dcim.site,151,500000,500000,Backup circuit termination at SK-Agency1
SK-Agency2-PRI-001,A,dcim.site,152,1000000,1000000,Primary circuit termination at SK-Agency2
SK-Agency2-BKP-001,A,dcim.site,152,500000,500000,Backup circuit termination at SK-Agency2
SI-Agency1-PRI-001,A,dcim.site,153,1000000,1000000,Primary circuit termination at SI-Agency1
SI-Agency1-BKP-001,A,dcim.site,153,500000,500000,Backup circuit termination at SI-Agency1
SI-Agency2-PRI-001,A,dcim.site,154,1000000,1000000,Primary circuit termination at SI-Agency2
SI-Agency2-BKP-001,A,dcim.site,154,500000,500000,Backup circuit termination at SI-Agency2
HR-Agency1-PRI-001,A,dcim.site,155,1000000,1000000,Primary circuit termination at HR-Agency1
HR-Agency1-BKP-001,A,dcim.site,155,500000,500000,Backup circuit termination at HR-Agency1
HR-Agency2-PRI-001,A,dcim.site,156,1000000,1000000,Primary circuit termination at HR-Agency2
HR-Agency2-BKP-001,A,dcim.site,156,500000,500000,Backup circuit termination at HR-Agency2
RS-Agency1-PRI-001,A,dcim.site,157,1000000,1000000,Primary circuit termination at RS-Agency1
RS-Agency1-BKP-001,A,dcim.site,157,500000,500000,Backup circuit termination at RS-Agency1
RS-Agency2-PRI-001,A,dcim.site,158,1000000,1000000,Primary circuit termination at RS-Agency2
RS-Agency2-BKP-001,A,dcim.site,158,500000,500000,Backup circuit termination at RS-Agency2
UA-Agency1-PRI-001,A,dcim.site,159,1000000,1000000,Primary circuit termination at UA-Agency1
UA-Agency1-BKP-001,A,dcim.site,159,500000,500000,Backup circuit termination at UA-Agency1
UA-Agency2-PRI-001,A,dcim.site,160,1000000,1000000,Primary circuit termination at UA-Agency2
UA-Agency2-BKP-001,A,dcim.site,160,500000,500000,Backup circuit termination at UA-Agency2
LT-Agency1-PRI-001,A,dcim.site,161,1000000,1000000,Primary circuit termination at LT-Agency1
LT-Agency1-BKP-001,A,dcim.site,161,500000,500000,Backup circuit termination at LT-Agency1
LT-Agency2-PRI-001,A,dcim.site,162,1000000,1000000,Primary circuit termination at LT-Agency2
LT-Agency2-BKP-001,A,dcim.site,162,500000,500000,Backup circuit termination at LT-Agency2
LV-Agency1-PRI-001,A,dcim.site,163,1000000,1000000,Primary circuit termination at LV-Agency1
LV-Agency1-BKP-001,A,dcim.site,163,500000,500000,Backup circuit termination at LV-Agency1
LV-Agency2-PRI-001,A,dcim.site,164,1000000,1000000,Primary circuit termination at LV-Agency2
LV-Agency2-BKP-001,A,dcim.site,164,500000,500000,Backup circuit termination at LV-Agency2
EE-Agency1-PRI-001,A,dcim.site,165,1000000,1000000,Primary circuit termination at EE-Agency1
EE-Agency1-BKP-001,A,dcim.site,165,500000,500000,Backup circuit termination at EE-Agency1
EE-Agency2-PRI-001,A,dcim.site,166,1000000,1000000,Primary circuit termination at EE-Agency2
EE-Agency2-BKP-001,A,dcim.site,166,500000,500000,Backup circuit termination at EE-Agency2
AE-Agency1-PRI-001,A,dcim.site,167,1000000,1000000,Primary circuit termination at AE-Agency1
AE-Agency1-BKP-001,A,dcim.site,167,500000,500000,Backup circuit termination at AE-Agency1
AE-Agency2-PRI-001,A,dcim.site,168,1000000,1000000,Primary circuit termination at AE-Agency2
AE-Agency2-BKP-001,A,dcim.site,168,500000,500000,Backup circuit termination at AE-Agency2
SA-Agency1-PRI-001,A,dcim.site,169,1000000,1000000,Primary circuit termination at SA-Agency1
SA-Agency1-BKP-001,A,dcim.site,169,500000,500000,Backup circuit termination at SA-Agency1
SA-Agency2-PRI-001,A,dcim.site,170,1000000,1000000,Primary circuit termination at SA-Agency2
SA-Agency2-BKP-001,A,dcim.site,170,500000,500000,Backup circuit termination at SA-Agency2
QA-Agency1-PRI-001,A,dcim.site,171,1000000,1000000,Primary circuit termination at QA-Agency1
QA-Agency1-BKP-001,A,dcim.site,171,500000,500000,Backup circuit termination at QA-Agency1
QA-Agency2-PRI-001,A,dcim.site,172,1000000,1000000,Primary circuit termination at QA-Agency2
QA-Agency2-BKP-001,A,dcim.site,172,500000,500000,Backup circuit termination at QA-Agency2
KW-Agency1-PRI-001,A,dcim.site,173,1000000,1000000,Primary circuit termination at KW-Agency1
KW-Agency1-BKP-001,A,dcim.site,173,500000,500000,Backup circuit termination at KW-Agency1
KW-Agency2-PRI-001,A,dcim.site,174,1000000,1000000,Primary circuit termination at KW-Agency2
KW-Agency2-BKP-001,A,dcim.site,174,500000,500000,Backup circuit termination at KW-Agency2
BH-Agency1-PRI-001,A,dcim.site,175,1000000,1000000,Primary circuit termination at BH-Agency1
BH-Agency1-BKP-001,A,dcim.site,175,500000,500000,Backup circuit termination at BH-Agency1
BH-Agency2-PRI-001,A,dcim.site,176,1000000,1000000,Primary circuit termination at BH-Agency2
BH-Agency2-BKP-001,A,dcim.site,176,500000,500000,Backup circuit termination at BH-Agency2
OM-Agency1-PRI-001,A,dcim.site,177,1000000,1000000,Primary circuit termination at OM-Agency1
OM-Agency1-BKP-001,A,dcim.site,177,500000,500000,Backup circuit termination at OM-Agency1
OM-Agency2-PRI-001,A,dcim.site,178,1000000,1000000,Primary circuit termination at OM-Agency2
OM-Agency2-BKP-001,A,dcim.site,178,500000,500000,Backup circuit termination at OM-Agency2
IL-Agency1-PRI-001,A,dcim.site,179,1000000,1000000,Primary circuit termination at IL-Agency1
IL-Agency1-BKP-001,A,dcim.site,179,500000,500000,Backup circuit termination at IL-Agency1
IL-Agency2-PRI-001,A,dcim.site,180,1000000,1000000,Primary circuit termination at IL-Agency2
IL-Agency2-BKP-001,A,dcim.site,180,500000,500000,Backup circuit termination at IL-Agency2
JO-Agency1-PRI-001,A,dcim.site,181,1000000,1000000,Primary circuit termination at JO-Agency1
JO-Agency1-BKP-001,A,dcim.site,181,500000,500000,Backup circuit termination at JO-Agency1
JO-Agency2-PRI-001,A,dcim.site,182,1000000,1000000,Primary circuit termination at JO-Agency2
JO-Agency2-BKP-001,A,dcim.site,182,500000,500000,Backup circuit termination at JO-Agency2
LB-Agency1-PRI-001,A,dcim.site,183,1000000,1000000,Primary circuit termination at LB-Agency1
LB-Agency1-BKP-001,A,dcim.site,183,500000,500000,Backup circuit termination at LB-Agency1
LB-Agency2-PRI-001,A,dcim.site,184,1000000,1000000,Primary circuit termination at LB-Agency2
LB-Agency2-BKP-001,A,dcim.site,184,500000,500000,Backup circuit termination at LB-Agency2
TR-Agency1-PRI-001,A,dcim.site,185,1000000,1000000,Primary circuit termination at TR-Agency1
TR-Agency1-BKP-001,A,dcim.site,185,500000,500000,Backup circuit termination at TR-Agency1
TR-Agency2-PRI-001,A,dcim.site,186,1000000,1000000,Primary circuit termination at TR-Agency2
TR-Agency2-BKP-001,A,dcim.site,186,500000,500000,Backup circuit termination at TR-Agency2
ZA-Agency1-PRI-001,A,dcim.site,187,1000000,1000000,Primary circuit termination at ZA-Agency1
ZA-Agency1-BKP-001,A,dcim.site,187,500000,500000,Backup circuit termination at ZA-Agency1
ZA-Agency2-PRI-001,A,dcim.site,188,1000000,1000000,Primary circuit termination at ZA-Agency2
ZA-Agency2-BKP-001,A,dcim.site,188,500000,500000,Backup circuit termination at ZA-Agency2
DZ-Agency1-PRI-001,A,dcim.site,189,1000000,1000000,Primary circuit termination at DZ-Agency1
DZ-Agency1-BKP-001,A,dcim.site,189,500000,500000,Backup circuit termination at DZ-Agency1
DZ-Agency2-PRI-001,A,dcim.site,190,1000000,1000000,Primary circuit termination at DZ-Agency2
DZ-Agency2-BKP-001,A,dcim.site,190,500000,500000,Backup circuit termination at DZ-Agency2
MA-Agency1-PRI-001,A,dcim.site,191,1000000,1000000,Primary circuit termination at MA-Agency1
MA-Agency1-BKP-001,A,dcim.site,191,500000,500000,Backup circuit termination at MA-Agency1
MA-Agency2-PRI-001,A,dcim.site,192,1000000,1000000,Primary circuit termination at MA-Agency2
MA-Agency2-BKP-001,A,dcim.site,192,500000,500000,Backup circuit termination at MA-Agency2
NG-Agency1-PRI-001,A,dcim.site,193,1000000,1000000,Primary circuit termination at NG-Agency1
NG-Agency1-BKP-001,A,dcim.site,193,500000,500000,Backup circuit termination at NG-Agency1
NG-Agency2-PRI-001,A,dcim.site,194,1000000,1000000,Primary circuit termination at NG-Agency2
NG-Agency2-BKP-001,A,dcim.site,194,500000,500000,Backup circuit termination at NG-Agency2
KE-Agency1-PRI-001,A,dcim.site,195,1000000,1000000,Primary circuit termination at KE-Agency1
KE-Agency1-BKP-001,A,dcim.site,195,500000,500000,Backup circuit termination at KE-Agency1
KE-Agency2-PRI-001,A,dcim.site,196,1000000,1000000,Primary circuit termination at KE-Agency2
KE-Agency2-BKP-001,A,dcim.site,196,500000,500000,Backup circuit termination at KE-Agency2
GH-Agency1-PRI-001,A,dcim.site,197,1000000,1000000,Primary circuit termination at GH-Agency1
GH-Agency1-BKP-001,A,dcim.site,197,500000,500000,Backup circuit termination at GH-Agency1
GH-Agency2-PRI-001,A,dcim.site,198,1000000,1000000,Primary circuit termination at GH-Agency2
GH-Agency2-BKP-001,A,dcim.site,198,500000,500000,Backup circuit termination at GH-Agency2
TN-Agency1-PRI-001,A,dcim.site,199,1000000,1000000,Primary circuit termination at TN-Agency1
TN-Agency1-BKP-001,A,dcim.site,199,500000,500000,Backup circuit termination at TN-Agency1
TN-Agency2-PRI-001,A,dcim.site,200,1000000,1000000,Primary circuit termination at TN-Agency2
TN-Agency2-BKP-001,A,dcim.site,200,500000,500000,Backup circuit termination at TN-Agency2
SN-Agency1-PRI-001,A,dcim.site,201,1000000,1000000,Primary circuit termination at SN-Agency1
SN-Agency1-BKP-001,A,dcim.site,201,500000,500000,Backup circuit termination at SN-Agency1
SN-Agency2-PRI-001,A,dcim.site,202,1000000,1000000,Primary circuit termination at SN-Agency2
SN-Agency2-BKP-001,A,dcim.site,202,500000,500000,Backup circuit termination at SN-Agency2
CI-Agency1-PRI-001,A,dcim.site,203,1000000,1000000,Primary circuit termination at CI-Agency1
CI-Agency1-BKP-001,A,dcim.site,203,500000,500000,Backup circuit termination at CI-Agency1
CI-Agency2-PRI-001,A,dcim.site,204,1000000,1000000,Primary circuit termination at CI-Agency2
CI-Agency2-BKP-001,A,dcim.site,204,500000,500000,Backup circuit termination at CI-Agency2
MU-Agency1-PRI-001,A,dcim.site,205,1000000,1000000,Primary circuit termination at MU-Agency1
MU-Agency1-BKP-001,A,dcim.site,205,500000,500000,Backup circuit termination at MU-Agency1
MU-Agency2-PRI-001,A,dcim.site,206,1000000,1000000,Primary circuit termination at MU-Agency2
MU-Agency2-BKP-001,A,dcim.site,206,500000,500000,Backup circuit termination at MU-Agency2
FR-Agency1-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
FR-Agency1-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
FR-Agency2-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
FR-Agency2-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
DE-Agency1-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
DE-Agency1-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
DE-Agency2-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
DE-Agency2-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
GB-Agency1-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
GB-Agency1-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
GB-Agency2-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
GB-Agency2-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
NL-Agency1-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
NL-Agency1-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
NL-Agency2-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
NL-Agency2-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
BE-Agency1-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
BE-Agency1-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
BE-Agency2-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
BE-Agency2-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
LU-Agency1-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
LU-Agency1-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
LU-Agency2-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
LU-Agency2-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
CH-Agency1-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
CH-Agency1-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
CH-Agency2-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
CH-Agency2-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
AT-Agency1-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
AT-Agency1-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
AT-Agency2-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
AT-Agency2-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
IE-Agency1-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
IE-Agency1-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
IE-Agency2-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
IE-Agency2-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
MC-Agency1-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
MC-Agency1-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
MC-Agency2-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
MC-Agency2-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
ES-Agency1-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
ES-Agency1-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
ES-Agency2-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
ES-Agency2-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
PT-Agency1-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
PT-Agency1-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
PT-Agency2-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
PT-Agency2-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
IT-Agency1-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
IT-Agency1-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
IT-Agency2-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
IT-Agency2-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
GR-Agency1-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
GR-Agency1-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
GR-Agency2-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
GR-Agency2-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
MT-Agency1-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
MT-Agency1-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
MT-Agency2-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
MT-Agency2-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
CY-Agency1-PRI-001,Z,circuits.providernetwork,8,1000000,1000000,Z-side termination at Orange Business Services
CY-Agency1-BKP-001,Z,circuits.providernetwork,9,500000,500000,Z-side termination at Colt Technology
